,C_CID,C_RES,C_Scope,C_URI,R_AC,R_Scope,R_Token,R_data,R_i_state,grant,i_state,CR_AC,CR_CID,CR_GT,CR_Token,CR_URI,Token,UR_AC,UR_CID,UR_GT,UR_URI,data,timeOut,U_AC,U_CID,U_RES,U_Scope,U_URI,U_i_state,label
7873,15736,1,1,34807,41606,1,16342,6127,6050,1,6050,41606,15736,1,16342,2246,16342,41606,15736,1,34807,6127,9,41606,15736,1,1,34807,6050,3
7874,28106,2,2,11239,38525,2,37010,33824,49375,1,49375,38525,28106,1,37010,30328,37010,38525,28106,1,11239,33824,5,38525,28106,2,2,11239,49375,3
7875,36151,2,2,14556,6385,2,38977,9994,17226,1,17226,6385,36151,1,38977,38070,38977,6385,36151,1,14556,9994,3,6385,36151,2,2,14556,17226,3
7876,7409,2,2,41618,4451,2,19493,46887,4425,1,4425,4451,7409,1,19493,24184,19493,4451,7409,1,41618,46887,6,4451,7409,2,2,41618,4425,3
7877,41212,1,1,41510,46985,1,10692,32139,9132,1,9132,46985,41212,1,10692,14189,10692,46985,41212,1,41510,32139,8,46985,41212,1,1,41510,9132,3
7878,13051,2,1,12404,2310,1,14466,6653,48433,2,48433,2310,13051,2,14466,9094,14466,2310,13051,2,12404,6653,4,2310,13051,2,1,12404,48433,3
7879,15003,2,1,31582,26202,1,11335,6226,6369,1,6369,26202,15003,1,11335,11623,11335,26202,15003,1,31582,6226,8,26202,15003,2,1,31582,6369,3
7880,39198,1,2,34500,9676,2,20342,31832,48788,1,48788,9676,39198,1,20342,49079,20342,9676,39198,1,34500,31832,6,9676,39198,1,2,34500,48788,3
7881,9650,1,1,34344,41047,1,43161,37873,7099,2,7099,41047,9650,2,43161,12834,43161,41047,9650,2,34344,37873,6,41047,9650,1,1,34344,7099,3
7882,47925,2,2,25875,15047,2,38151,7607,32294,1,32294,15047,47925,1,38151,27585,38151,15047,47925,1,25875,7607,5,15047,47925,2,2,25875,32294,3
7883,33726,1,2,35668,41198,2,4209,27045,6622,1,6622,41198,33726,1,4209,27107,4209,41198,33726,1,35668,27045,3,41198,33726,1,2,35668,6622,3
7884,47404,2,1,41416,18,1,15733,13905,23868,2,23868,18,47404,2,15733,26929,15733,18,47404,2,41416,13905,6,18,47404,2,1,41416,23868,3
7885,24572,1,2,29879,25751,2,10370,46717,4802,1,4802,25751,24572,1,10370,44882,10370,25751,24572,1,29879,46717,4,25751,24572,1,2,29879,4802,3
7886,8757,1,2,5447,10848,2,31239,24478,24289,1,24289,10848,8757,1,31239,12412,31239,10848,8757,1,5447,24478,4,10848,8757,1,2,5447,24289,3
7887,36638,2,2,42216,41583,2,28398,31294,8861,2,8861,41583,36638,2,28398,28583,28398,41583,36638,2,42216,31294,9,41583,36638,2,2,42216,8861,3
7888,48721,2,2,33369,36431,2,19647,6973,34255,1,34255,36431,48721,1,19647,2991,19647,36431,48721,1,33369,6973,4,36431,48721,2,2,33369,34255,3
7889,5465,1,1,49634,47963,1,36782,37201,245,2,245,47963,5465,2,36782,25797,36782,47963,5465,2,49634,37201,9,47963,5465,1,1,49634,245,3
7890,33022,1,2,21802,29145,2,18957,4960,43006,2,43006,29145,33022,2,18957,39458,18957,29145,33022,2,21802,4960,4,29145,33022,1,2,21802,43006,3
7891,383,2,1,1017,40579,1,45892,46758,35290,2,35290,40579,383,2,45892,42629,45892,40579,383,2,1017,46758,10,40579,383,2,1,1017,35290,3
7892,47890,1,1,36968,26060,1,3203,19757,2172,1,2172,26060,47890,1,3203,10522,3203,26060,47890,1,36968,19757,4,26060,47890,1,1,36968,2172,3
7893,29399,2,2,12648,25779,2,17925,1729,35121,2,35121,25779,29399,2,17925,24983,17925,25779,29399,2,12648,1729,6,25779,29399,2,2,12648,35121,3
7894,23629,1,2,24029,16975,2,29418,48708,47139,2,47139,16975,23629,2,29418,31809,29418,16975,23629,2,24029,48708,10,16975,23629,1,2,24029,47139,3
7895,34830,1,2,37613,29125,2,17146,28079,2070,2,2070,29125,34830,2,17146,29613,17146,29125,34830,2,37613,28079,6,29125,34830,1,2,37613,2070,3
7896,16274,1,1,27054,37251,1,49096,42277,34119,2,34119,37251,16274,2,49096,45940,49096,37251,16274,2,27054,42277,8,37251,16274,1,1,27054,34119,3
7897,38315,1,2,39942,8016,2,40122,17596,6387,1,6387,8016,38315,1,40122,15906,40122,8016,38315,1,39942,17596,6,8016,38315,1,2,39942,6387,3
7898,688,1,1,19159,27585,1,28202,30832,36598,2,36598,27585,688,2,28202,13000,28202,27585,688,2,19159,30832,9,27585,688,1,1,19159,36598,3
7899,23930,2,2,35490,18522,2,46865,49857,20759,1,20759,18522,23930,1,46865,46281,46865,18522,23930,1,35490,49857,10,18522,23930,2,2,35490,20759,3
7900,27859,2,1,7284,294,1,19066,15710,22403,2,22403,294,27859,2,19066,47337,19066,294,27859,2,7284,15710,8,294,27859,2,1,7284,22403,3
7901,25509,2,2,49201,48858,2,18160,25062,10569,1,10569,48858,25509,1,18160,38348,18160,48858,25509,1,49201,25062,8,48858,25509,2,2,49201,10569,3
7902,13208,1,2,41601,14524,2,39272,11541,1503,1,1503,14524,13208,1,39272,44055,39272,14524,13208,1,41601,11541,7,14524,13208,1,2,41601,1503,3
7903,38149,1,1,10188,10888,1,28921,33961,3278,1,3278,10888,38149,1,28921,44129,28921,10888,38149,1,10188,33961,9,10888,38149,1,1,10188,3278,3
7904,8632,1,1,7894,37228,1,26568,40112,14519,1,14519,37228,8632,1,26568,24189,26568,37228,8632,1,7894,40112,3,37228,8632,1,1,7894,14519,3
7905,6593,2,2,21231,49779,2,31696,20137,12479,2,12479,49779,6593,2,31696,3722,31696,49779,6593,2,21231,20137,8,49779,6593,2,2,21231,12479,3
7906,21686,2,2,27150,5769,2,8809,1909,6351,2,6351,5769,21686,2,8809,5872,8809,5769,21686,2,27150,1909,6,5769,21686,2,2,27150,6351,3
7907,18786,2,1,33821,36660,1,26418,19608,95,2,95,36660,18786,2,26418,11143,26418,36660,18786,2,33821,19608,4,36660,18786,2,1,33821,95,3
7908,14958,2,2,8901,23901,2,11858,13794,25076,2,25076,23901,14958,2,11858,35001,11858,23901,14958,2,8901,13794,10,23901,14958,2,2,8901,25076,3
7909,6478,2,2,48939,48988,2,22598,45178,33502,2,33502,48988,6478,2,22598,41491,22598,48988,6478,2,48939,45178,6,48988,6478,2,2,48939,33502,3
7910,49188,2,1,8060,33240,1,38569,10835,17295,1,17295,33240,49188,1,38569,26231,38569,33240,49188,1,8060,10835,4,33240,49188,2,1,8060,17295,3
7911,14613,1,2,21124,45376,2,24079,32120,27471,2,27471,45376,14613,2,24079,22051,24079,45376,14613,2,21124,32120,10,45376,14613,1,2,21124,27471,3
7912,10257,2,1,33156,2258,1,20123,46526,24398,2,24398,2258,10257,2,20123,4676,20123,2258,10257,2,33156,46526,8,2258,10257,2,1,33156,24398,3
7913,46199,2,1,43325,21614,1,11631,8589,26307,2,26307,21614,46199,2,11631,20883,11631,21614,46199,2,43325,8589,9,21614,46199,2,1,43325,26307,3
7914,47913,2,2,7669,19590,2,4375,33370,1997,2,1997,19590,47913,2,4375,26828,4375,19590,47913,2,7669,33370,10,19590,47913,2,2,7669,1997,3
7915,20915,1,1,30864,12414,1,33788,7333,39264,1,39264,12414,20915,1,33788,13451,33788,12414,20915,1,30864,7333,5,12414,20915,1,1,30864,39264,3
7916,44194,2,2,5370,12483,2,35673,35797,28780,2,28780,12483,44194,2,35673,41291,35673,12483,44194,2,5370,35797,6,12483,44194,2,2,5370,28780,3
7917,45687,1,2,20507,30138,2,10196,31843,28133,1,28133,30138,45687,1,10196,30831,10196,30138,45687,1,20507,31843,5,30138,45687,1,2,20507,28133,3
7918,43032,2,2,41894,43582,2,44733,33991,21148,1,21148,43582,43032,1,44733,24617,44733,43582,43032,1,41894,33991,3,43582,43032,2,2,41894,21148,3
7919,26462,2,2,40054,25641,2,10928,9437,19943,1,19943,25641,26462,1,10928,38421,10928,25641,26462,1,40054,9437,8,25641,26462,2,2,40054,19943,3
7920,39168,2,1,1367,13251,1,11101,34222,21049,1,21049,13251,39168,1,11101,41796,11101,13251,39168,1,1367,34222,5,13251,39168,2,1,1367,21049,3
7921,1805,1,2,37929,49200,2,39926,3680,20419,1,20419,49200,1805,1,39926,3072,39926,49200,1805,1,37929,3680,5,49200,1805,1,2,37929,20419,3
7922,40508,2,2,6608,48048,2,39188,6619,42991,1,42991,48048,40508,1,39188,26347,39188,48048,40508,1,6608,6619,3,48048,40508,2,2,6608,42991,3
7923,19745,1,2,31061,41494,2,9022,4944,19658,1,19658,41494,19745,1,9022,11341,9022,41494,19745,1,31061,4944,10,41494,19745,1,2,31061,19658,3
7924,17093,2,1,14633,3435,1,20197,29691,47867,1,47867,3435,17093,1,20197,7097,20197,3435,17093,1,14633,29691,3,3435,17093,2,1,14633,47867,3
7925,15858,1,1,10646,47124,1,28106,44378,35007,2,35007,47124,15858,2,28106,22440,28106,47124,15858,2,10646,44378,5,47124,15858,1,1,10646,35007,3
7926,33833,1,2,18782,47120,2,20542,1867,32192,2,32192,47120,33833,2,20542,2693,20542,47120,33833,2,18782,1867,7,47120,33833,1,2,18782,32192,3
7927,11497,1,1,40661,49392,1,20311,11563,21203,1,21203,49392,11497,1,20311,27250,20311,49392,11497,1,40661,11563,5,49392,11497,1,1,40661,21203,3
7928,8171,2,1,32914,18863,1,29082,49469,18702,1,18702,18863,8171,1,29082,2954,29082,18863,8171,1,32914,49469,3,18863,8171,2,1,32914,18702,3
7929,17446,1,2,12762,34109,2,35099,4601,27620,2,27620,34109,17446,2,35099,26270,35099,34109,17446,2,12762,4601,9,34109,17446,1,2,12762,27620,3
7930,20272,1,1,596,9761,1,48479,46197,36595,2,36595,9761,20272,2,48479,7647,48479,9761,20272,2,596,46197,9,9761,20272,1,1,596,36595,3
7931,30262,2,2,30808,48674,2,41075,39819,41400,2,41400,48674,30262,2,41075,35953,41075,48674,30262,2,30808,39819,9,48674,30262,2,2,30808,41400,3
7932,45720,2,1,37860,35197,1,43115,28795,28504,1,28504,35197,45720,1,43115,22839,43115,35197,45720,1,37860,28795,6,35197,45720,2,1,37860,28504,3
7933,17693,1,1,24045,14799,1,45387,15196,42193,2,42193,14799,17693,2,45387,41326,45387,14799,17693,2,24045,15196,9,14799,17693,1,1,24045,42193,3
7934,548,1,2,16840,6437,2,48559,31922,8042,1,8042,6437,548,1,48559,36439,48559,6437,548,1,16840,31922,7,6437,548,1,2,16840,8042,3
7935,16926,1,2,13963,39316,2,8635,17002,13509,1,13509,39316,16926,1,8635,21732,8635,39316,16926,1,13963,17002,4,39316,16926,1,2,13963,13509,3
7936,42130,1,1,20508,21679,1,40086,49396,13366,2,13366,21679,42130,2,40086,27525,40086,21679,42130,2,20508,49396,4,21679,42130,1,1,20508,13366,3
7937,3364,1,2,33730,21446,2,17865,26143,43158,2,43158,21446,3364,2,17865,30120,17865,21446,3364,2,33730,26143,5,21446,3364,1,2,33730,43158,3
7938,6847,1,2,13714,14227,2,33903,47069,41098,2,41098,14227,6847,2,33903,39724,33903,14227,6847,2,13714,47069,3,14227,6847,1,2,13714,41098,3
7939,6128,1,2,40329,40519,2,12048,45560,13688,1,13688,40519,6128,1,12048,43507,12048,40519,6128,1,40329,45560,6,40519,6128,1,2,40329,13688,3
7940,26239,2,2,29386,11698,2,25921,35951,5945,2,5945,11698,26239,2,25921,41635,25921,11698,26239,2,29386,35951,5,11698,26239,2,2,29386,5945,3
7941,7512,2,1,11494,5713,1,11061,32689,5820,2,5820,5713,7512,2,11061,17764,11061,5713,7512,2,11494,32689,4,5713,7512,2,1,11494,5820,3
7942,7006,2,2,29134,28849,2,26264,4655,28524,1,28524,28849,7006,1,26264,24333,26264,28849,7006,1,29134,4655,4,28849,7006,2,2,29134,28524,3
7943,14046,2,2,25401,20833,2,45828,20096,15746,1,15746,20833,14046,1,45828,29761,45828,20833,14046,1,25401,20096,8,20833,14046,2,2,25401,15746,3
7944,9952,1,1,13461,45020,1,32273,5381,47120,1,47120,45020,9952,1,32273,47844,32273,45020,9952,1,13461,5381,8,45020,9952,1,1,13461,47120,3
7945,19769,1,1,25529,30324,1,27461,48609,44300,1,44300,30324,19769,1,27461,38474,27461,30324,19769,1,25529,48609,3,30324,19769,1,1,25529,44300,3
7946,24219,2,1,25460,15581,1,31269,19211,28820,1,28820,15581,24219,1,31269,16094,31269,15581,24219,1,25460,19211,7,15581,24219,2,1,25460,28820,3
7947,25856,1,1,19575,3258,1,48723,45363,16478,1,16478,3258,25856,1,48723,20979,48723,3258,25856,1,19575,45363,5,3258,25856,1,1,19575,16478,3
7948,46332,1,1,20819,15172,1,38683,40737,22740,2,22740,15172,46332,2,38683,11697,38683,15172,46332,2,20819,40737,5,15172,46332,1,1,20819,22740,3
7949,25333,1,2,46793,19254,2,17836,5935,36340,2,36340,19254,25333,2,17836,92,17836,19254,25333,2,46793,5935,7,19254,25333,1,2,46793,36340,3
7950,48600,2,2,44869,12908,2,42096,15720,30618,2,30618,12908,48600,2,42096,48850,42096,12908,48600,2,44869,15720,6,12908,48600,2,2,44869,30618,3
7951,21959,2,1,16248,34767,1,35359,41640,20956,1,20956,34767,21959,1,35359,46340,35359,34767,21959,1,16248,41640,3,34767,21959,2,1,16248,20956,3
7952,39521,2,1,39575,27155,1,30386,38658,23293,1,23293,27155,39521,1,30386,7363,30386,27155,39521,1,39575,38658,6,27155,39521,2,1,39575,23293,3
7953,7383,1,1,40155,47633,1,36403,47043,37581,1,37581,47633,7383,1,36403,20471,36403,47633,7383,1,40155,47043,9,47633,7383,1,1,40155,37581,3
7954,48356,1,2,43573,39368,2,17599,31018,2623,2,2623,39368,48356,2,17599,34282,17599,39368,48356,2,43573,31018,6,39368,48356,1,2,43573,2623,3
7955,496,2,1,15631,3455,1,43452,29185,484,1,484,3455,496,1,43452,35351,43452,3455,496,1,15631,29185,8,3455,496,2,1,15631,484,3
7956,7428,1,1,6756,17824,1,37058,48813,44084,1,44084,17824,7428,1,37058,8179,37058,17824,7428,1,6756,48813,6,17824,7428,1,1,6756,44084,3
7957,22168,2,2,799,43868,2,1022,42737,25858,2,25858,43868,22168,2,1022,2552,1022,43868,22168,2,799,42737,3,43868,22168,2,2,799,25858,3
7958,46303,2,1,12653,48385,1,18903,36126,18746,1,18746,48385,46303,1,18903,7819,18903,48385,46303,1,12653,36126,5,48385,46303,2,1,12653,18746,3
7959,10359,1,2,42249,41124,2,9258,32331,16837,2,16837,41124,10359,2,9258,39396,9258,41124,10359,2,42249,32331,5,41124,10359,1,2,42249,16837,3
7960,9525,1,2,40521,38854,2,35966,35642,49982,2,49982,38854,9525,2,35966,36659,35966,38854,9525,2,40521,35642,3,38854,9525,1,2,40521,49982,3
7961,27111,2,1,5587,22505,1,6770,12285,11885,1,11885,22505,27111,1,6770,17180,6770,22505,27111,1,5587,12285,10,22505,27111,2,1,5587,11885,3
7962,11074,2,1,29496,2465,1,2207,22894,1774,2,1774,2465,11074,2,2207,7698,2207,2465,11074,2,29496,22894,8,2465,11074,2,1,29496,1774,3
7963,32395,2,1,48515,19896,1,19664,9187,15954,2,15954,19896,32395,2,19664,37173,19664,19896,32395,2,48515,9187,4,19896,32395,2,1,48515,15954,3
7964,5254,1,2,24553,46071,2,36764,29443,30287,2,30287,46071,5254,2,36764,17082,36764,46071,5254,2,24553,29443,10,46071,5254,1,2,24553,30287,3
7965,41383,2,1,2302,46087,1,29624,15843,6242,2,6242,46087,41383,2,29624,47490,29624,46087,41383,2,2302,15843,6,46087,41383,2,1,2302,6242,3
7966,28545,1,2,46853,21689,2,26141,9500,15,2,15,21689,28545,2,26141,11106,26141,21689,28545,2,46853,9500,4,21689,28545,1,2,46853,15,3
7967,13622,1,2,11605,4054,2,40913,42576,10518,1,10518,4054,13622,1,40913,13508,40913,4054,13622,1,11605,42576,9,4054,13622,1,2,11605,10518,3
7968,728,2,1,22058,22344,1,39423,49506,41479,1,41479,22344,728,1,39423,33088,39423,22344,728,1,22058,49506,7,22344,728,2,1,22058,41479,3
7969,7457,2,2,27494,24236,2,27549,41742,19467,1,19467,24236,7457,1,27549,28914,27549,24236,7457,1,27494,41742,7,24236,7457,2,2,27494,19467,3
7970,12204,2,2,35396,32924,2,34237,16753,15057,1,15057,32924,12204,1,34237,36825,34237,32924,12204,1,35396,16753,8,32924,12204,2,2,35396,15057,3
7971,32665,2,2,17375,48061,2,777,30614,42076,1,42076,48061,32665,1,777,11015,777,48061,32665,1,17375,30614,3,48061,32665,2,2,17375,42076,3
7972,45883,2,2,35773,43104,2,44635,14056,48649,1,48649,43104,45883,1,44635,47371,44635,43104,45883,1,35773,14056,10,43104,45883,2,2,35773,48649,3
7973,41535,1,2,44423,22987,2,37994,12135,21706,2,21706,22987,41535,2,37994,13741,37994,22987,41535,2,44423,12135,8,22987,41535,1,2,44423,21706,3
7974,46711,1,2,10392,20740,2,30004,34220,12841,2,12841,20740,46711,2,30004,15671,30004,20740,46711,2,10392,34220,5,20740,46711,1,2,10392,12841,3
7975,38359,1,2,20401,7660,2,44789,43615,42954,1,42954,7660,38359,1,44789,27216,44789,7660,38359,1,20401,43615,7,7660,38359,1,2,20401,42954,3
7976,26596,2,1,9540,29636,1,46908,19958,7583,2,7583,29636,26596,2,46908,5679,46908,29636,26596,2,9540,19958,4,29636,26596,2,1,9540,7583,3
7977,3877,1,2,29174,36908,2,26471,29632,24076,1,24076,36908,3877,1,26471,32043,26471,36908,3877,1,29174,29632,6,36908,3877,1,2,29174,24076,3
7978,5817,1,2,45599,26601,2,19511,19418,17818,2,17818,26601,5817,2,19511,30323,19511,26601,5817,2,45599,19418,8,26601,5817,1,2,45599,17818,3
7979,36867,1,1,36056,41578,1,19557,47636,1486,2,1486,41578,36867,2,19557,38079,19557,41578,36867,2,36056,47636,4,41578,36867,1,1,36056,1486,3
7980,43854,2,1,22125,28615,1,32558,14232,29301,2,29301,28615,43854,2,32558,48112,32558,28615,43854,2,22125,14232,5,28615,43854,2,1,22125,29301,3
7981,43845,1,1,41173,29318,1,40114,13544,35480,1,35480,29318,43845,1,40114,28606,40114,29318,43845,1,41173,13544,3,29318,43845,1,1,41173,35480,3
7982,1582,1,2,14356,37530,2,34886,34662,6546,2,6546,37530,1582,2,34886,39143,34886,37530,1582,2,14356,34662,7,37530,1582,1,2,14356,6546,3
7983,24902,2,1,9074,35278,1,16248,3374,26529,1,26529,35278,24902,1,16248,30181,16248,35278,24902,1,9074,3374,5,35278,24902,2,1,9074,26529,3
7984,26908,1,1,45522,45322,1,46555,26228,32913,1,32913,45322,26908,1,46555,35026,46555,45322,26908,1,45522,26228,9,45322,26908,1,1,45522,32913,3
7985,5312,1,1,40741,46747,1,14675,30132,37318,1,37318,46747,5312,1,14675,15131,14675,46747,5312,1,40741,30132,10,46747,5312,1,1,40741,37318,3
7986,15447,2,2,5051,29478,2,36487,38630,33513,2,33513,29478,15447,2,36487,26537,36487,29478,15447,2,5051,38630,4,29478,15447,2,2,5051,33513,3
7987,2612,2,2,20137,47937,2,47902,13997,34293,2,34293,47937,2612,2,47902,8776,47902,47937,2612,2,20137,13997,6,47937,2612,2,2,20137,34293,3
7988,27552,1,1,18721,40937,1,22025,18430,6027,2,6027,40937,27552,2,22025,41070,22025,40937,27552,2,18721,18430,4,40937,27552,1,1,18721,6027,3
7989,31791,1,1,18435,13704,1,6004,14403,5898,2,5898,13704,31791,2,6004,16527,6004,13704,31791,2,18435,14403,9,13704,31791,1,1,18435,5898,3
7990,47279,2,1,6455,34307,1,1199,12020,270,2,270,34307,47279,2,1199,46583,1199,34307,47279,2,6455,12020,7,34307,47279,2,1,6455,270,3
7991,18460,2,2,31007,37618,2,38359,4201,27111,2,27111,37618,18460,2,38359,18503,38359,37618,18460,2,31007,4201,7,37618,18460,2,2,31007,27111,3
7992,47469,2,2,29191,40972,2,41281,37993,47742,2,47742,40972,47469,2,41281,23484,41281,40972,47469,2,29191,37993,9,40972,47469,2,2,29191,47742,3
7993,8499,2,1,43010,4839,1,10292,19670,24581,2,24581,4839,8499,2,10292,49814,10292,4839,8499,2,43010,19670,9,4839,8499,2,1,43010,24581,3
7994,3554,2,1,31607,15998,1,9055,3489,43173,2,43173,15998,3554,2,9055,12019,9055,15998,3554,2,31607,3489,8,15998,3554,2,1,31607,43173,3
7995,25453,1,1,24151,12745,1,13309,33002,38770,2,38770,12745,25453,2,13309,14937,13309,12745,25453,2,24151,33002,6,12745,25453,1,1,24151,38770,3
7996,24180,1,1,46301,22513,1,27125,36978,22008,2,22008,22513,24180,2,27125,49250,27125,22513,24180,2,46301,36978,7,22513,24180,1,1,46301,22008,3
7997,16247,1,1,23743,10084,1,721,17491,24198,1,24198,10084,16247,1,721,9065,721,10084,16247,1,23743,17491,10,10084,16247,1,1,23743,24198,3
7998,49105,2,1,17446,36823,1,12663,23020,5127,2,5127,36823,49105,2,12663,47805,12663,36823,49105,2,17446,23020,5,36823,49105,2,1,17446,5127,3
7999,20204,2,1,40953,9258,1,24921,28679,19747,1,19747,9258,20204,1,24921,36838,24921,9258,20204,1,40953,28679,8,9258,20204,2,1,40953,19747,3
8000,4879,2,2,25087,19062,2,27827,6043,17012,1,17012,17859,4879,1,27827,25087,27827,19062,4879,1,25087,6043,7,19062,4879,2,2,25087,17012,4
8001,17060,2,2,10536,13526,2,3590,46487,10175,1,10175,17387,17060,1,3590,10536,3590,13526,17060,1,10536,46487,8,13526,17060,2,2,10536,10175,4
8002,30856,1,2,26294,7877,2,4148,33504,14901,1,14901,9236,30856,1,4148,26294,4148,7877,30856,1,26294,33504,10,7877,30856,1,2,26294,14901,4
8003,44196,1,2,3143,48638,2,46459,36242,34638,1,34638,39807,44196,1,46459,3143,46459,48638,44196,1,3143,36242,9,48638,44196,1,2,3143,34638,4
8004,20493,1,1,43540,2663,1,24397,21225,36295,1,36295,37554,20493,1,24397,43540,24397,2663,20493,1,43540,21225,3,2663,20493,1,1,43540,36295,4
8005,35035,1,2,43978,21764,2,36858,25971,17102,2,17102,11850,35035,2,36858,43978,36858,21764,35035,2,43978,25971,7,21764,35035,1,2,43978,17102,4
8006,5863,2,1,13971,33024,1,23180,47998,5649,2,5649,39388,5863,2,23180,13971,23180,33024,5863,2,13971,47998,6,33024,5863,2,1,13971,5649,4
8007,38996,1,2,9842,12814,2,38742,4413,35107,1,35107,12983,38996,1,38742,9842,38742,12814,38996,1,9842,4413,8,12814,38996,1,2,9842,35107,4
8008,2148,2,1,16094,7589,1,19553,27008,1146,1,1146,24457,2148,1,19553,16094,19553,7589,2148,1,16094,27008,6,7589,2148,2,1,16094,1146,4
8009,15486,1,2,44969,44137,2,44117,20719,40598,1,40598,4273,15486,1,44117,44969,44117,44137,15486,1,44969,20719,7,44137,15486,1,2,44969,40598,4
8010,5873,2,1,5842,26434,1,30261,27011,18003,2,18003,45970,5873,2,30261,5842,30261,26434,5873,2,5842,27011,3,26434,5873,2,1,5842,18003,4
8011,965,2,2,16864,19115,2,19662,33614,10857,2,10857,22630,965,2,19662,16864,19662,19115,965,2,16864,33614,6,19115,965,2,2,16864,10857,4
8012,35140,2,2,3040,2318,2,7061,9277,34471,2,34471,9266,35140,2,7061,3040,7061,2318,35140,2,3040,9277,10,2318,35140,2,2,3040,34471,4
8013,46835,1,2,9097,49000,2,33014,38479,395,1,395,32305,46835,1,33014,9097,33014,49000,46835,1,9097,38479,7,49000,46835,1,2,9097,395,4
8014,2489,2,1,12217,36780,1,12616,27487,19330,1,19330,20825,2489,1,12616,12217,12616,36780,2489,1,12217,27487,6,36780,2489,2,1,12217,19330,4
8015,20118,2,1,13153,15038,1,20671,8511,4303,2,4303,34372,20118,2,20671,13153,20671,15038,20118,2,13153,8511,8,15038,20118,2,1,13153,4303,4
8016,2756,2,1,17671,37659,1,11903,3154,28454,2,28454,4363,2756,2,11903,17671,11903,37659,2756,2,17671,3154,8,37659,2756,2,1,17671,28454,4
8017,3920,1,2,26889,28961,2,32968,43718,7777,1,7777,40827,3920,1,32968,26889,32968,28961,3920,1,26889,43718,6,28961,3920,1,2,26889,7777,4
8018,36467,1,2,29870,6615,2,9571,4668,48552,1,48552,41627,36467,1,9571,29870,9571,6615,36467,1,29870,4668,8,6615,36467,1,2,29870,48552,4
8019,49680,1,1,8827,48699,1,45708,22701,19593,1,19593,17210,49680,1,45708,8827,45708,48699,49680,1,8827,22701,5,48699,49680,1,1,8827,19593,4
8020,27091,1,2,49902,25689,2,12484,1853,29508,2,29508,32849,27091,2,12484,49902,12484,25689,27091,2,49902,1853,3,25689,27091,1,2,49902,29508,4
8021,15732,1,1,48005,16368,1,11222,35910,1717,1,1717,14865,15732,1,11222,48005,11222,16368,15732,1,48005,35910,6,16368,15732,1,1,48005,1717,4
8022,44269,2,2,26202,45874,2,49933,25076,17779,1,17779,46832,44269,1,49933,26202,49933,45874,44269,1,26202,25076,9,45874,44269,2,2,26202,17779,4
8023,45899,1,1,34868,19107,1,22234,21907,102,2,102,7978,45899,2,22234,34868,22234,19107,45899,2,34868,21907,9,19107,45899,1,1,34868,102,4
8024,26978,1,2,46037,30907,2,37497,5277,41916,1,41916,31370,26978,1,37497,46037,37497,30907,26978,1,46037,5277,10,30907,26978,1,2,46037,41916,4
8025,26377,1,1,7765,12252,1,3340,20357,321,2,321,49201,26377,2,3340,7765,3340,12252,26377,2,7765,20357,4,12252,26377,1,1,7765,321,4
8026,35658,2,1,31879,43739,1,5038,12491,38648,2,38648,39828,35658,2,5038,31879,5038,43739,35658,2,31879,12491,10,43739,35658,2,1,31879,38648,4
